"pin","year","class","township_code","case_no","hearing_type","subkey","appeal_type","status","mailed_bldg","mailed_land","mailed_tot","certified_bldg","certified_land","certified_tot","change","reason_code1","reason_desc1","reason_code2","reason_desc2","reason_code3","reason_desc3","agent_code","agent_name","row_id"
"01233050160000","2003","209","10","9000211","Current year appeal","1","residential",,"83653","31788","115441","83653","31788","115441",,,,,,,,,,"0123305016000020039000211A1"
"01233050190000","2003","209","10","77","Current year appeal","1","residential",,"58967","21021","79988","58967","21021","79988","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01233050190000200377A1"
"01233060140000","2003","204","10","122","Current year appeal","1","residential",,"41608","26736","68344","41608","26736","68344","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"012330601400002003122A1"
"01241000200000","2003","EX","10","74","Current year appeal","1","residential",,"0","128762","128762","0","0","0","change","18","This is due to lack of data having been submitted for our review.","19","This is due to insufficient data having been submitted for our review.","3","This is the result of a factual change in your property records.",,,"01241000200000200374A1"
"01241000210000","2003","241","10","74","Current year appeal","1","residential",,"0","8274","8274","0","1955","1955","change","18","This is due to lack of data having been submitted for our review.","19","This is due to insufficient data having been submitted for our review.","3","This is the result of a factual change in your property records.",,,"01241000210000200374A1"
"01241000220000","2003","241","10","74","Current year appeal","1","residential",,"0","427407","427407","0","330914","330914","change","18","This is due to lack of data having been submitted for our review.","19","This is due to insufficient data having been submitted for our review.","3","This is the result of a factual change in your property records.",,,"01241000220000200374A1"
"01241000230000","2003","100","10","74","Current year appeal","1","residential",,"0","45459","45459","0","45459","45459","change","18","This is due to lack of data having been submitted for our review.","19","This is due to insufficient data having been submitted for our review.","3","This is the result of a factual change in your property records.",,,"01241000230000200374A1"
"01242060720000","2003","207","10","38","Current year appeal","1","residential",,"20972","4912","25884","19993","4912","24905","change","2","This is the result of an analysis of comparable properties. The decrease includes an update of your property's characteristics.",,,,,,,"01242060720000200338A1"
"01242060850000","2003","203","10","97","Current year appeal","1","residential",,"14792","4147","18939","14103","4147","18250","change","1","This is the result of an analysis of comparable properties.",,,,,,,"01242060850000200397A1"
"01242070250000","2003","278","10","45","Current year appeal","1","residential",,"17107","4106","21213","16012","4106","20118","change","1","This is the result of an analysis of comparable properties.",,,,,,,"01242070250000200345A1"
"01242070420000","2003","203","10","18","Current year appeal","1","residential",,"16975","5385","22360","13898","5385","19283","change","1","This is the result of an analysis of comparable properties.",,,,,,,"01242070420000200318A1"
"01243000150000","2003","209","10","158","Current year appeal","1","residential",,"67487","26372","93859","67487","26372","93859","no change","27","This is due to an analysis of the sale of the property.",,,,,,,"012430001500002003158A1"
"01243000390000","2003","209","10","6","Current year appeal","1","residential",,"106531","26479","133010","83332","26479","109811","change","1","This is the result of an analysis of comparable properties.",,,,,,,"0124300039000020036A1"
"01243030020000","2003","209","10","118","Current year appeal","1","residential",,"87177","23845","111022","87177","23845","111022","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"012430300200002003118A1"
"01243040050000","2003","209","10","98","Current year appeal","1","residential",,"77739","24705","102444","77739","24705","102444","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01243040050000200398A1"
"01244000190000","2003","208","10","190","Current year appeal","1","residential",,"54604","25912","80516","54604","25912","80516","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"012440001900002003190A1"
"01244000360000","2003","209","10","100","Current year appeal","1","residential",,"60136","29784","89920","60136","29784","89920","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"012440003600002003100A1"
"01244070210000","2003","278","10","9000205","Current year appeal","1","residential",,"23663","5177","28840","23663","5177","28840",,,,,,,,,,"0124407021000020039000205A1"
"01244080080000","2003","278","10","124","Current year appeal","1","residential",,"26439","4692","31131","26439","4692","31131","no change","20","This is due to the absence of or an incomplete Attorney/Representative Authorization form.",,,,,,,"012440800800002003124A1"
"01244090170000","2003","278","10","99","Current year appeal","1","residential",,"23274","6389","29663","23274","6389","29663","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01244090170000200399A1"
"01244100010000","2003","278","10","9000200","Current year appeal","1","residential",,"24576","5741","30317","20758","5741","26499",,,,,,,,,,"0124410001000020039000200A1"
"01244110090000","2003","278","10","103","Current year appeal","1","residential",,"22839","4692","27531","22839","4692","27531","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"012441100900002003103A1"
"01244110130000","2003","278","10","13","Current year appeal","1","residential",,"26918","5948","32866","26918","5948","32866","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"01244110130000200313A1"
"01252010230000","2003","203","10","113","Current year appeal","1","residential",,"12970","4745","17715","12970","4745","17715","no change","20","This is due to the absence of or an incomplete Attorney/Representative Authorization form.",,,,,,,"012520102300002003113A1"
"01252010580000","2003","234","10","159","Current year appeal","1","residential",,"19099","4745","23844","19099","4745","23844","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"012520105800002003159A1"
"01252030260000","2003","278","10","172","Current year appeal","1","residential",,"33682","6586","40268","33682","6586","40268","no change","20","This is due to the absence of or an incomplete Attorney/Representative Authorization form.",,,,,,,"012520302600002003172A1"
