"pin","year","class","township_code","case_no","hearing_type","subkey","appeal_type","status","mailed_bldg","mailed_land","mailed_tot","certified_bldg","certified_land","certified_tot","change","reason_code1","reason_desc1","reason_code2","reason_desc2","reason_code3","reason_desc3","agent_code","agent_name","row_id"
"02122001041201","2003","299","29","719","Current year appeal","1","condo/coop",,"8547","816","9363","8547","816","9363","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021220010412012003719A1"
"02122001041204","2003","299","29","11","Current year appeal","1","condo/coop",,"8547","816","9363","8547","816","9363","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"02122001041204200311A1"
"02122001041206","2003","299","29","188","Current year appeal","1","condo/coop",,"8547","816","9363","8547","816","9363","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021220010412062003188A1"
"02122001041210","2003","299","29","720","Current year appeal","1","condo/coop",,"8547","816","9363","8547","816","9363","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021220010412102003720A1"
"02122001041211","2003","299","29","721","Current year appeal","1","condo/coop",,"8547","816","9363","8547","816","9363","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021220010412112003721A1"
"02122001041212","2003","299","29","12","Current year appeal","1","condo/coop",,"8547","816","9363","8547","816","9363","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"02122001041212200312A1"
"02122001041229","2003","299","29","723","Current year appeal","1","condo/coop",,"9139","873","10012","9139","873","10012","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021220010412292003723A1"
"02122001041231","2003","299","29","724","Current year appeal","1","condo/coop",,"9139","873","10012","9139","873","10012","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021220010412312003724A1"
"02122001041259","2003","299","29","68","Current year appeal","1","condo/coop",,"9139","873","10012","9139","873","10012","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"02122001041259200368A1"
"02122001041263","2003","299","29","67","Current year appeal","1","condo/coop",,"9139","873","10012","9139","873","10012","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"02122001041263200367A1"
"02122001041276","2003","299","29","725","Current year appeal","1","condo/coop",,"9139","873","10012","9139","873","10012","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021220010412762003725A1"
"02122001041292","2003","299","29","288","Current year appeal","1","condo/coop",,"8547","816","9363","8547","816","9363","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021220010412922003288A1"
"02122001041296","2003","299","29","726","Current year appeal","1","condo/coop",,"8547","816","9363","8547","816","9363","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021220010412962003726A1"
"02122001041300","2003","299","29","728","Current year appeal","1","condo/coop",,"8547","816","9363","8547","816","9363","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021220010413002003728A1"
"02122001041312","2003","299","29","729","Current year appeal","1","condo/coop",,"8311","794","9105","8311","794","9105","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021220010413122003729A1"
"02122001041315","2003","299","29","135","Current year appeal","1","condo/coop",,"8311","794","9105","8311","794","9105","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021220010413152003135A1"
"02123100040000","2003","278","29","9000161","Current appeal & certificate of error","1","residential",,"25666","5861","31527","22731","5861","28592","change","2","This is the result of an analysis of comparable properties. The decrease includes an update of your property's characteristics.",,,,,,,"0212310004000020039000161C1"
"02123110060000","2003","278","29","9000189","Current year appeal","1","residential",,"23678","5832","29510","23678","5832","29510","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"0212311006000020039000189A1"
"02123160020000","2003","207","29","505","Current year appeal","1","residential",,"17155","4633","21788","17155","4633","21788","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021231600200002003505A1"
"02123160050000","2003","207","29","504","Current year appeal","1","residential",,"18644","4633","23277","18644","4633","23277","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021231600500002003504A1"
"12114130270000","2026","203","26","26-26-2175878","Current year appeal","1.0","residential","open","20966.0","17034.0","38000.0",,,,,,,,,,,"11051","SCOTT SINAR","12114130270000202626-26-2175878A1"
"02123170190000","2003","207","29","411","Current year appeal","1","residential",,"14091","9478","23569","14091","9478","23569","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021231701900002003411A1"
"02124010150000","2003","590","29","258","Current year appeal","1","commercial",,"16599","1841","18440","5057","1841","6898","change","3","This is the result of a factual change in your property records.",,,,,,,"021240101500002003258A1"
"02124030080000","2003","278","29","367","Current year appeal","1","residential",,"38490","6780","45270","30704","6780","37484","change","1","This is the result of an analysis of comparable properties.",,,,,,,"021240300800002003367A1"
"02131020090000","2003","203","29","245","Current year appeal","1","residential",,"14493","5116","19609","14493","5116","19609","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021310200900002003245A1"
"02131060250000","2003","203","29","107","Current year appeal","1","residential",,"15632","4630","20262","15632","4630","20262","no change","27","This is due to an analysis of the sale of the property.",,,,,,,"021310602500002003107A1"
"02131070420000","2003","203","29","442","Current year appeal","1","residential",,"15647","4554","20201","15647","4554","20201","no change","27","This is due to an analysis of the sale of the property.",,,,,,,"021310704200002003442A1"
"02131130130000","2003","278","29","9000179","Current appeal & certificate of error","1","residential",,"19644","5130","24774","18208","5130","23338","change","2","This is the result of an analysis of comparable properties. The decrease includes an update of your property's characteristics.",,,,,,,"0213113013000020039000179C1"
"02132050370000","2003","203","29","593","Current year appeal","1","residential",,"14993","5051","20044","14993","5051","20044","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021320503700002003593A1"
"02132080090000","2003","203","29","200","Current year appeal","1","residential",,"14820","4520","19340","14238","4520","18758","change","2","This is the result of an analysis of comparable properties. The decrease includes an update of your property's characteristics.",,,,,,,"021320800900002003200A1"
"02132120130000","2003","234","29","551","Current year appeal","1","residential",,"18208","5293","23501","18208","5293","23501","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021321201300002003551A1"
"02132150160000","2003","204","29","483","Current year appeal","1","residential",,"22060","6065","28125","20024","6065","26089","change","1","This is the result of an analysis of comparable properties.",,,,,,,"021321501600002003483A1"
"02133010160000","2003","203","29","54","Current year appeal","1","residential",,"14888","4712","19600","14888","4712","19600","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"02133010160000200354A1"
"02133010230000","2003","203","29","10","Current year appeal","1","residential",,"12652","4718","17370","12652","4718","17370","no change","27","This is due to an analysis of the sale of the property.",,,,,,,"02133010230000200310A1"
"02133020080000","2003","203","29","4","Current year appeal","1","residential",,"15268","4728","19996","15268","4728","19996","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"0213302008000020034A1"
"02133030030000","2003","203","29","131","Current year appeal","1","residential",,"14230","4715","18945","14230","4715","18945","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021330300300002003131A1"
"02134040150000","2003","234","29","677","Current year appeal","1","residential",,"14383","4499","18882","14383","4499","18882","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021340401500002003677A1"
"02134120490000","2003","234","29","215","Current year appeal","1","residential",,"16811","4546","21357","16811","4546","21357","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021341204900002003215A1"
"02141000140000","2003","592","29","682","Current year appeal","1","commercial",,"212973","145163","358136","212973","145163","358136","no change","18","This is due to lack of data having been submitted for our review.","22","This is due to income, market or cost analysis supporting the assessment.",,,,,"021410001400002003682A1"
"02142000090000","2003","531","29","417","Current year appeal","1","commercial",,"611492","306152","917644","34681","306152","340833","change","22","This is due to income, market or cost analysis supporting the assessment.","11","This is the result of an income, market or cost analysis.",,,,,"021420000900002003417A1"
"02142000100000","2003","531","29","417","Current year appeal","1","commercial",,"1058841","830558","1889399","60052","830558","890610","change","22","This is due to income, market or cost analysis supporting the assessment.","11","This is the result of an income, market or cost analysis.",,,,,"021420001000002003417A1"
"02142000120000","2003","528","29","630","Current year appeal","1","commercial",,"84444","97953","182397","16887","97953","114840","change","7","This is the result of the total vacancy of your property.",,,,,,,"021420001200002003630A1"
"02142070330000","2003","278","29","172","Current year appeal","1","residential",,"22638","5254","27892","21358","5254","26612","change","1","This is the result of an analysis of comparable properties.",,,,,,,"021420703300002003172A1"
"02142110040000","2003","278","29","219","Current year appeal","1","residential",,"26034","5032","31066","23489","5032","28521","change","16","This is due to your property's uniformity with comparable properties.","1","This is the result of an analysis of comparable properties.",,,,,"021421100400002003219A1"
"02142140090000","2003","278","29","82","Current year appeal","1","residential",,"27582","5065","32647","27582","5065","32647","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"02142140090000200382A1"
"02142170070000","2003","278","29","146","Current year appeal","1","residential",,"24488","5254","29742","24488","5254","29742","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021421700700002003146A1"
"02142180210000","2003","278","29","6000658","Current year appeal","1","residential",,"23236","5254","28490","21433","5254","26687","change","1","This is the result of an analysis of comparable properties.",,,,,,,"0214218021000020036000658A1"
"02143000280000","2003","203","29","416","Current year appeal","1","residential",,"14880","3650","18530","14880","3650","18530","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021430002800002003416A1"
"02143000430000","2003","234","29","404","Current year appeal","1","residential",,"18990","3650","22640","18990","3650","22640","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021430004300002003404A1"
"02143000720000","2003","207","29","142","Current year appeal","1","residential",,"19657","4832","24489","17982","4832","22814","change","1","This is the result of an analysis of comparable properties.",,,,,,,"021430007200002003142A1"
"02143000820000","2003","204","29","29","Current year appeal","1","residential",,"30518","4832","35350","30518","4832","35350","no change","27","This is due to an analysis of the sale of the property.",,,,,,,"02143000820000200329A1"
"02143020070000","2003","206","29","9000331","Current year appeal","1","residential",,"21469","5135","26604","19204","5135","24339","change","1","This is the result of an analysis of comparable properties.",,,,,,,"0214302007000020039000331A1"
"02143020110000","2003","206","29","9000331","Current year appeal","1","residential",,"21469","3964","25433","19204","3964","23168","change","1","This is the result of an analysis of comparable properties.",,,,,,,"0214302011000020039000331A1"
"02143040290000","2003","206","29","9000008","Current year appeal","1","residential",,"23101","7856","30957","21112","7856","28968","change","12","This is the result of a change in classification.",,,,,,,"0214304029000020039000008A1"
"02143060220000","2003","203","29","349","Current year appeal","1","residential",,"15451","3664","19115","13438","3664","17102","change","1","This is the result of an analysis of comparable properties.",,,,,,,"021430602200002003349A1"
"02143080080000","2003","203","29","678","Current year appeal","1","residential",,"13082","3675","16757","13082","3675","16757","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021430800800002003678A1"
"02143080180000","2003","522","29","194","Current year appeal","1","commercial",,"49789","23085","72874","39404","23085","62489","change","11","This is the result of an income, market or cost analysis.",,,,,,,"021430801800002003194A1"
"02143080190000","2003","522","29","194","Current year appeal","1","commercial",,"49789","23987","73776","39404","23987","63391","change","11","This is the result of an income, market or cost analysis.",,,,,,,"021430801900002003194A1"
"02143170328002","2003","597","29","553","Current year appeal","1","commercial",,"149904","0","149904","149904","0","149904","no change","18","This is due to lack of data having been submitted for our review.",,,,,,,"021431703280022003553A1"
"02143200010000","2003","517","29","470","Current year appeal","1","commercial",,"30331","6395","36726","26132","6395","32527","change","11","This is the result of an income, market or cost analysis.",,,,,,,"021432000100002003470A1"
"02143200020000","2003","517","29","470","Current year appeal","1","commercial",,"10110","5890","16000","8710","5890","14600","change","11","This is the result of an income, market or cost analysis.",,,,,,,"021432000200002003470A1"
"02143200030000","2003","517","29","470","Current year appeal","1","commercial",,"10110","8170","18280","8710","8170","16880","change","11","This is the result of an income, market or cost analysis.",,,,,,,"021432000300002003470A1"
"02143200040000","2003","517","29","470","Current year appeal","1","commercial",,"10110","10735","20845","8710","10735","19445","change","11","This is the result of an income, market or cost analysis.",,,,,,,"021432000400002003470A1"
"02143200050000","2003","517","29","470","Current year appeal","1","commercial",,"10110","10735","20845","8710","10735","19445","change","11","This is the result of an income, market or cost analysis.",,,,,,,"021432000500002003470A1"
"02143200060000","2003","517","29","470","Current year appeal","1","commercial",,"10110","8170","18280","8710","8170","16880","change","11","This is the result of an income, market or cost analysis.",,,,,,,"021432000600002003470A1"
"02143200070000","2003","517","29","470","Current year appeal","1","commercial",,"10110","5890","16000","8710","5890","14600","change","11","This is the result of an income, market or cost analysis.",,,,,,,"021432000700002003470A1"
"02143200080000","2003","517","29","470","Current year appeal","1","commercial",,"10110","6395","16505","8710","6395","15105","change","11","This is the result of an income, market or cost analysis.",,,,,,,"021432000800002003470A1"
"02144000610000","2003","517","29","573","Current year appeal","1","commercial",,"73883","84431","158314","9544","84431","93975","change","7","This is the result of the total vacancy of your property.",,,,,,,"021440006100002003573A1"
"02144020080000","2003","592","29","634","Current year appeal","1","commercial",,"46326","32034","78360","12044","32034","44078","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021440200800002003634A1"
"02144120230000","2003","241","29","9000180","Current year appeal","1","land",,"0","3379","3379","0","2458","2458","change","12","This is the result of a change in classification.",,,,,,,"0214412023000020039000180A1"
"02144130060000","2003","203","29","9000125","Current year appeal","1","land",,"12548","4916","17464","9068","4916","13984","change","15","This is the result of a Property Tax Appeal Board Decision",,,,,,,"0214413006000020039000125A1"
"02144180190000","2003","203","29","76","Current year appeal","1","residential",,"16114","4898","21012","13831","4898","18729","change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.","1","This is the result of an analysis of comparable properties.",,,,,"02144180190000200376A1"
"02151000210000","2003","278","29","9000081","Current year appeal","1","residential",,"23089","5832","28921","23089","5832","28921","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"0215100021000020039000081A1"
"02151000460000","2003","295","29","190","Current year appeal","1","residential",,"16560","5463","22023","16560","5463","22023","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021510004600002003190A1"
"02151020880000","2003","593","29","266","Current year appeal","1","commercial",,"63558","27347","90905","63558","27347","90905","no change","22","This is due to income, market or cost analysis supporting the assessment.",,,,,,,"021510208800002003266A1"
"02151021430000","2003","295","29","6000233","Current year appeal","1","residential",,"27263","1454","28717","27263","1454","28717","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"0215102143000020036000233A1"
"02151021460000","2003","295","29","206","Current year appeal","1","residential",,"27263","1625","28888","27263","1625","28888","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"021510214600002003206A1"
"02151021470000","2003","295","29","191","Current year appeal","1","residential",,"27263","1625","28888","27263","1625","28888","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"021510214700002003191A1"
"02151021500000","2003","295","29","6000196","Current year appeal","1","residential",,"27263","1625","28888","27263","1625","28888","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"0215102150000020036000196A1"
"02151021570000","2003","295","29","332","Current year appeal","1","residential",,"27263","1625","28888","27263","1625","28888","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"021510215700002003332A1"
"02151021590000","2003","295","29","257","Current year appeal","1","residential",,"27263","1625","28888","27263","1625","28888","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021510215900002003257A1"
"02151021610000","2003","295","29","193","Current year appeal","1","residential",,"21360","2373","23733","21360","2373","23733","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"021510216100002003193A1"
"02151021630000","2003","295","29","6000157","Current year appeal","1","residential",,"27263","1625","28888","27263","1625","28888","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"0215102163000020036000157A1"
"02151021660000","2003","295","29","662","Current year appeal","1","residential",,"21360","2372","23732","21360","2372","23732","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"021510216600002003662A1"
"02151021720000","2003","295","29","689","Current year appeal","1","residential",,"27263","1625","28888","27263","1625","28888","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"021510217200002003689A1"
"02151021740000","2003","295","29","675","Current year appeal","1","residential",,"27263","1625","28888","27263","1625","28888","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"021510217400002003675A1"
"02151021840000","2003","295","29","296","Current year appeal","1","residential",,"27263","1625","28888","27263","1625","28888","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"021510218400002003296A1"
"02151021850000","2003","295","29","555","Current year appeal","1","residential",,"27263","1625","28888","27263","1625","28888","no change","27","This is due to an analysis of the sale of the property.","16","This is due to your property's uniformity with comparable properties.",,,,,"021510218500002003555A1"
"02151021890000","2003","295","29","278","Current year appeal","1","residential",,"21360","2632","23992","21360","2632","23992","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021510218900002003278A1"
"02151021940000","2003","295","29","299","Current year appeal","1","residential",,"21360","2372","23732","21360","2372","23732","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"021510219400002003299A1"
"02151022040000","2003","295","29","272","Current year appeal","1","residential",,"27263","1625","28888","27263","1625","28888","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"021510220400002003272A1"
"02151060190000","2003","295","29","9000207","Current year appeal","1","residential",,"26782","3294","30076","26782","3294","30076","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"0215106019000020039000207A1"
"02151060200000","2003","295","29","213","Current year appeal","1","residential",,"26782","2689","29471","26782","2689","29471","no change","27","This is due to an analysis of the sale of the property.",,,,,,,"021510602000002003213A1"
"02151060210000","2003","295","29","9000208","Current year appeal","1","residential",,"26782","2691","29473","26782","2691","29473","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.","16","This is due to your property's uniformity with comparable properties.",,,,,"0215106021000020039000208A1"
"02151060220000","2003","295","29","9000209","Current year appeal","1","residential",,"26782","3299","30081","26782","3299","30081","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.","16","This is due to your property's uniformity with comparable properties.",,,,,"0215106022000020039000209A1"
"02151060230000","2003","295","29","9000210","Current year appeal","1","residential",,"26782","3131","29913","26782","3131","29913","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"0215106023000020039000210A1"
"02151060240000","2003","295","29","9000211","Current year appeal","1","residential",,"26782","2553","29335","26782","2553","29335","no change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.",,,,,,,"0215106024000020039000211A1"
"02151060250000","2003","295","29","111","Current year appeal","1","residential",,"26782","2553","29335","26782","2553","29335","no change","23","This is due to conflict between characteristics provided and our recent field inspection.",,,,,,,"021510602500002003111A1"
"02151060260000","2003","295","29","9000212","Current year appeal","1","residential",,"26782","3129","29911","26782","3129","29911","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"0215106026000020039000212A1"
"02151120610000","2003","295","29","422","Current year appeal","1","residential",,"20843","2771","23614","20843","2771","23614","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021511206100002003422A1"
"02151120850000","2003","295","29","397","Current year appeal","1","residential",,"20731","2865","23596","20731","2865","23596","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021511208500002003397A1"
"02151120860000","2003","295","29","363","Current year appeal","1","residential",,"21641","2812","24453","21641","2812","24453","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021511208600002003363A1"
"02151140020000","2003","295","29","523","Current year appeal","1","residential",,"17649","3964","21613","17649","3964","21613","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021511400200002003523A1"
"02152000050000","2003","207","29","9000123","Current year appeal","1","residential",,"15031","29969","45000","15031","29969","45000","no change","20","This is due to the absence of or an incomplete Attorney/Representative Authorization form.",,,,,,,"0215200005000020039000123A1"
"02152000300000","2003","597","29","293","Current year appeal","1","commercial",,"51750","128245","179995","23753","128245","151998","change","9","This is the result of a sale analysis of your property.",,,,,,,"021520003000002003293A1"
"02152000351003","2003","299","29","71","Current year appeal","1","condo/coop",,"9048","2807","11855","9048","2807","11855","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"02152000351003200371A1"
"02152010040000","2003","517","29","643","Current year appeal","1","commercial",,"376937","141526","518463","376937","141526","518463","no change","18","This is due to lack of data having been submitted for our review.",,,,,,,"021520100400002003643A1"
"02152070120000","2003","278","29","514","Current year appeal","1","residential",,"29227","4371","33598","29227","4371","33598","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021520701200002003514A1"
"02152070290000","2003","278","29","460","Current year appeal","1","residential",,"28701","4363","33064","26467","4363","30830","change","17","This is due to your property's uniformity with comparable properties. The analysis included an update of your property's characteristics.","1","This is the result of an analysis of comparable properties.",,,,,"021520702900002003460A1"
"02152080330000","2003","590","29","647","Current year appeal","1","commercial",,"16359","45088","61447","16359","45088","61447","no change","22","This is due to income, market or cost analysis supporting the assessment.","22","This is due to income, market or cost analysis supporting the assessment.",,,,,"021520803300002003647A1"
"02152080340000","2003","590","29","537","Current year appeal","1","commercial",,"12056","191155","203211","12056","191155","203211","no change","18","This is due to lack of data having been submitted for our review.",,,,,,,"021520803400002003537A1"
"02153000180000","2003","517","29","152","Current year appeal","1","commercial",,"293448","194164","487612","212749","194164","406913","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530001800002003152A1"
"02153010020000","2003","663","29","462","Current year appeal","1","commercial",,"605079","88914","693993","128866","39517","168383","change","10","This is the result of a development incentive grant including an income, market or cost analysis.",,,,,,,"021530100200002003462A1"
"02153010350000","2003","297","29","356","Current year appeal","1","condo/coop",,"305821","12423","318244","305821","12423","318244","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021530103500002003356A1"
"02153010450000","2003","100","29","355","Current year appeal","1","land",,"0","230736","230736","0","230736","230736","no change","18","This is due to lack of data having been submitted for our review.",,,,,,,"021530104500002003355A1"
"02153010460000","2003","100","29","354","Current year appeal","1","land",,"0","103664","103664","0","1","1","change","11","This is the result of an income, market or cost analysis.",,,,,,,"021530104600002003354A1"
"02153010471001","2003","299","29","687","Current year appeal","1","condo/coop",,"24259","212","24471","22391","212","22603","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710012003687A1"
"02153010471002","2003","299","29","687","Current year appeal","1","condo/coop",,"17248","151","17399","16920","151","17071","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710022003687A1"
"02153010471003","2003","299","29","687","Current year appeal","1","condo/coop",,"18230","159","18389","18230","159","18389","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710032003687A1"
"02153010471004","2003","299","29","687","Current year appeal","1","condo/coop",,"23278","203","23481","23278","203","23481","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710042003687A1"
"02153010471005","2003","299","29","687","Current year appeal","1","condo/coop",,"17248","151","17399","16817","151","16968","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710052003687A1"
"02153010471006","2003","299","29","687","Current year appeal","1","condo/coop",,"23871","212","24083","23871","212","24083","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710062003687A1"
"02153010471007","2003","299","29","687","Current year appeal","1","condo/coop",,"26510","233","26743","25871","233","26104","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710072003687A1"
"02153010471008","2003","299","29","687","Current year appeal","1","condo/coop",,"21595","189","21784","21595","189","21784","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710082003687A1"
"02153010471009","2003","299","29","687","Current year appeal","1","condo/coop",,"20740","184","20924","18089","184","18273","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710092003687A1"
"02153010471010","2003","299","29","229","Current year appeal","1","condo/coop",,"12374","189","12563","12374","189","12563","no change","16","This is due to your property's uniformity with comparable properties.",,,,,,,"021530104710102003229A1"
"02153010471013","2003","299","29","687","Current year appeal","1","condo/coop",,"17248","151","17399","16920","151","17071","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710132003687A1"
"02153010471016","2003","299","29","687","Current year appeal","1","condo/coop",,"16972","151","17123","16351","151","16502","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710162003687A1"
"02153010471018","2003","299","29","687","Current year appeal","1","condo/coop",,"26217","233","26450","22620","233","22853","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710182003687A1"
"02153010471019","2003","299","29","687","Current year appeal","1","condo/coop",,"21584","196","21780","21270","196","21466","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710192003687A1"
"02153010471020","2003","299","29","687","Current year appeal","1","condo/coop",,"19940","184","20124","19940","184","20124","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710202003687A1"
"02153010471021","2003","299","29","687","Current year appeal","1","condo/coop",,"22436","196","22632","21876","196","22072","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710212003687A1"
"02153010471023","2003","299","29","687","Current year appeal","1","condo/coop",,"22391","212","22603","22391","212","22603","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710232003687A1"
"02153010471024","2003","299","29","687","Current year appeal","1","condo/coop",,"17248","151","17399","15592","151","15743","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710242003687A1"
"02153010471026","2003","299","29","687","Current year appeal","1","condo/coop",,"21555","203","21758","21555","203","21758","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710262003687A1"
"02153010471027","2003","299","29","687","Current year appeal","1","condo/coop",,"15696","151","15847","15506","151","15657","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710272003687A1"
"02153010471028","2003","299","29","687","Current year appeal","1","condo/coop",,"22537","212","22749","22343","212","22555","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710282003687A1"
"02153010471031","2003","299","29","687","Current year appeal","1","condo/coop",,"21034","184","21218","19541","184","19725","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710312003687A1"
"02153010471032","2003","299","29","687","Current year appeal","1","condo/coop",,"22436","196","22632","20843","196","21039","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710322003687A1"
"02153010471034","2003","299","29","687","Current year appeal","1","condo/coop",,"22270","212","22482","22270","212","22482","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710342003687A1"
"02153010471035","2003","299","29","687","Current year appeal","1","condo/coop",,"15834","151","15985","15834","151","15985","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710352003687A1"
"02153010471037","2003","299","29","687","Current year appeal","1","condo/coop",,"23278","203","23481","2327","203","2530","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710372003687A1"
"02153010471039","2003","299","29","687","Current year appeal","1","condo/coop",,"24259","212","24471","2425","212","2637","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710392003687A1"
"02153010471040","2003","299","29","687","Current year appeal","1","condo/coop",,"26643","233","26876","2664","233","2897","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710402003687A1"
"02153010471041","2003","299","29","687","Current year appeal","1","condo/coop",,"22436","196","22632","19968","196","20164","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710412003687A1"
"02153010471050","2003","299","29","687","Current year appeal","1","condo/coop",,"24259","212","24471","21057","212","21269","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710502003687A1"
"02153010471056","2003","299","29","687","Current year appeal","1","condo/coop",,"38664","406","39070","38664","406","39070","change","5","This is the result of the partial occupancy of your property.",,,,,,,"021530104710562003687A1"
