start_station_id,start_station_name,trips,member_trips,casual_trips,classic_trips,electric_trips,docked_trips,rtype_other_trips,mean_start_lat,mean_start_lng,coord_n,dist_sum_m,dist_n
15446,Racine Ave & 35th St,471,335,136,245,226,0,0,41.830675,-87.656206,471,1216172.1,471
20255.0,N Damen Ave & W Chicago Ave,469,346,123,0,469,0,0,41.895833,-87.678234,469,1039016.4,469
KA1503000069,Dorchester Ave & 49th St,468,359,109,340,128,0,0,41.805777,-87.592463,468,1132453.5,467
E006,Central St Metra,464,234,230,236,228,0,0,42.063643,-87.698724,464,1063966.3,462
KA1503000040,Loomis St & Archer Ave,460,295,165,237,223,0,0,41.841634,-87.657447,460,1121574.5,460
15491,63rd St Beach,459,152,307,367,92,0,0,41.780914,-87.576322,459,1291334.8,454
16010,Keystone Ave & Fullerton Ave,454,285,169,214,240,0,0,41.924582,-87.727863,454,1426689.8,453
20252.0,W Oakdale Ave & N Broadway,452,303,149,0,452,0,0,41.935591,-87.644055,452,945634.5,452
18016,Bernard St & Elston Ave,450,310,140,207,243,0,0,41.949927,-87.713958,450,1406381.9,449
TA1307000160,Prairie Ave & Garfield Blvd,434,262,172,285,149,0,0,41.794851,-87.618705,434,742505.9,431
15542,Clinton St & Polk St,432,205,227,311,121,0,0,41.871464,-87.640951,432,645967.7,432
KA1504000097,Drake Ave & Montrose Ave,428,218,210,225,203,0,0,41.961154,-87.716575,428,1234776.8,426
13165,Racine Ave & 13th St,424,304,120,283,141,0,0,41.865052,-87.656965,424,664988.9,422
436,Kedzie Ave & George St,422,243,179,0,422,0,0,41.933892,-87.707252,422,1113102.0,422
15442,Ashland Ave & Archer Ave,421,286,135,276,145,0,0,41.839194,-87.665613,421,750162.0,415
KA1503000029,South Shore Dr & 67th St,413,230,183,308,105,0,0,41.773864,-87.567641,413,1787780.2,411
KA1504000096,Sawyer Ave & Irving Park Rd,410,279,131,136,274,0,0,41.953599,-87.709299,410,1215715.1,409
KA1504000164,Keystone Ave & Montrose Ave,404,261,143,164,240,0,0,41.961103,-87.728984,404,1123766.3,403
431,Western Ave & Grace St,390,223,167,0,390,0,0,41.950381,-87.688139,390,1046602.1,390
KA1503000054,Cottage Grove Ave & 63rd St,389,258,131,222,167,0,0,41.780558,-87.606016,389,703422.9,387
KA1503000046,Dorchester Ave & 63rd St,387,273,114,248,139,0,0,41.780409,-87.591409,387,758482.2,385
20260.0,Ping Tom Park (East),386,225,161,0,386,0,0,41.858069,-87.631968,386,753536.3,386
20256.0,N Sheffield Ave & W Wellington Ave,382,256,126,0,382,0,0,41.936287,-87.653724,382,769448.1,382
430,Troy St & Grace St,380,223,157,0,380,0,0,41.950246,-87.706376,380,1076414.4,380
592,Knox Ave & Montrose Ave,376,223,153,147,229,0,0,41.959905,-87.745070,376,1180838.8,375
438,Western Ave & Berteau Ave,375,274,101,0,375,0,0,41.957743,-87.688306,375,1069112.6,375
KA1503000002,South Shore Dr & 71st St,373,206,167,230,143,0,0,41.766671,-87.565858,373,1867405.9,373
23101,McCormick Blvd & Devon Ave,373,231,142,213,160,0,0,41.997134,-87.711215,373,964879.5,372
TA1308000038,Cottage Grove Ave & Oakwood Blvd,370,138,232,232,138,0,0,41.822983,-87.607099,370,821763.1,369
527,Western Ave & Howard St,368,262,106,202,166,0,0,42.018022,-87.690271,368,970820.6,366
445,Western Ave & Gunnison St,358,255,103,0,358,0,0,41.969663,-87.689555,358,1070776.2,358
KA1503000068,Leavitt St & Archer Ave,356,196,160,186,170,0,0,41.828897,-87.680510,356,730106.2,355
E007,Central St & Girard Ave,355,167,188,224,131,0,0,42.064312,-87.686149,355,753493.8,355
KA1504000128,Kedzie Ave & Foster Ave,349,193,156,189,160,0,0,41.975675,-87.709264,349,991072.3,348
TA1309000067,Cottage Grove Ave & 51st St,344,219,125,247,97,0,0,41.803033,-87.606617,344,672817.9,340
RP-001,Warren Park West,343,241,102,214,129,0,0,42.001791,-87.688830,343,810542.7,342
KA1504000129,Western Ave & Granville Ave,333,232,101,126,207,0,0,41.994164,-87.689443,333,907333.3,331
23108,Monticello Ave & Lawrence Ave,331,220,111,128,203,0,0,41.968061,-87.719443,331,1002098.0,331
KA1504000161,St. Louis Ave & Balmoral Ave,325,222,103,137,188,0,0,41.980281,-87.715892,325,1002460.9,325
RP-006,Ridge Blvd & Touhy Ave,315,206,109,193,122,0,0,42.012132,-87.682923,315,832066.4,314
23104,California Ave & Granville Ave,315,223,92,157,158,0,0,41.994090,-87.699396,315,758509.3,314
RP-007,Clark St & Touhy Ave,314,212,102,113,201,0,0,42.012565,-87.674327,314,908136.7,313
432,Sacramento Blvd & Addison St,314,170,144,0,314,0,0,41.946092,-87.702991,314,691719.0,314
600,Dodge Ave & Church St,314,146,168,168,146,0,0,42.048314,-87.698266,314,598990.2,313
444,N Shore Channel Trail & Argyle St,310,197,113,0,310,0,0,41.972195,-87.702787,310,774134.4,310
13213,State St & 29th St,305,214,91,161,144,0,0,41.842040,-87.627108,305,710929.2,305
514,Ridge Blvd & Howard St,301,212,89,134,167,0,0,42.016201,-87.685479,301,661115.2,298
15666,California Ave & Lake St,297,157,140,195,102,0,0,41.884458,-87.696303,297,843531.4,296
PI00001,Damen Ave/Coulter St,291,154,137,121,170,0,0,41.849200,-87.675641,291,1056030.3,290
590,Kilbourn Ave & Irving Park Rd,290,193,97,158,132,0,0,41.952796,-87.740269,290,790805.9,290
TA1309000053,Cottage Grove Ave & 47th St,287,222,65,201,86,0,0,41.809855,-87.606756,287,562019.0,287
599,Valli Produce - Evanston Plaza,284,159,125,139,145,0,0,42.036058,-87.697670,284,756720.4,284
21462,Lincoln Ave & Peterson Ave,278,193,85,178,100,0,0,41.990265,-87.708570,278,658707.2,278
855,Public Rack - Washtenaw Ave & Superior St,277,198,79,0,277,0,0,41.894751,-87.695095,277,896068.5,277
446,Francisco Ave & Montrose Ave,274,148,126,0,274,0,0,41.961028,-87.700895,274,772390.8,274
TA1308000023,Cottage Grove Ave & 43rd St,272,160,112,124,148,0,0,41.816495,-87.606594,272,680838.6,271
16806,Bosworth Ave & Howard St,265,190,75,158,107,0,0,42.019538,-87.669555,265,624331.7,264
KA1706005015,Kildare Ave & Montrose Ave,264,166,98,155,109,0,0,41.961034,-87.735584,264,837224.0,263
433,Elston Ave & Henderson St,263,127,136,0,263,0,0,41.941521,-87.700957,263,703223.3,263
KA1504000167,Kedzie Ave & Bryn Mawr Ave,263,179,84,176,87,0,0,41.982235,-87.708891,263,701219.3,263
598,Elmwood Ave & Austin St,262,113,149,96,166,0,0,42.025781,-87.684116,262,554906.3,261
443,California Ave & Winona St,259,190,69,0,259,0,0,41.974723,-87.697831,259,808354.7,259
KA1503000027,Prairie Ave & 43rd St,258,108,150,114,144,0,0,41.816659,-87.619413,258,664429.1,258
475,Whipple/Irving Park,256,142,114,0,256,0,0,41.954189,-87.704402,256,641885.2,256
RP-002,Warren Park East,254,167,87,157,97,0,0,42.004551,-87.680660,254,471831.9,254
499,Public Rack - Christiana Ave & Belmont Ave,254,149,105,0,254,0,0,41.939206,-87.711857,254,512378.2,254
KA1503000066,Wood St & 35th St,250,185,65,137,113,0,0,41.830113,-87.670308,250,659599.7,250
16991,Milwaukee Ave & Cuyler Ave,247,142,105,83,164,0,0,41.954464,-87.749591,247,582385.4,247
23190,Karlov Ave & Armitage Ave,245,143,102,133,112,0,0,41.917475,-87.728963,245,922396.3,245
767,Public Rack - Hyde Park Blvd & 53rd St,245,166,79,0,245,0,0,41.799563,-87.584262,245,694179.7,245
RP-004,Oakley Ave & Touhy Ave,243,143,100,120,123,0,0,42.012339,-87.688246,243,538226.5,243
TA1309000003,Western Ave & 24th St,242,157,85,96,146,0,0,41.848471,-87.685118,242,586388.3,240
21343,Pulaski Rd & 51st St,242,90,152,110,132,0,0,41.800434,-87.724754,242,457095.9,241
15470,Calumet Ave & 51st St,241,135,106,116,125,0,0,41.802291,-87.618056,241,431119.2,238
KA1503000075,DuSable Museum,240,157,83,187,53,0,0,41.791566,-87.607852,240,621494.9,240
23321,Kostner Ave & Wrightwood Ave,238,153,85,82,156,0,0,41.927956,-87.735961,238,834176.0,236
15652,Central Park Ave & North Ave,237,149,88,92,145,0,0,41.909659,-87.716642,237,698165.9,236
434,Albany Ave & Belmont Ave,237,113,124,0,237,0,0,41.939665,-87.705270,237,676840.9,237
20249.0,N Clark St & W Elm St,234,145,89,0,234,0,0,41.902819,-87.631430,234,421825.5,234
TA1308000007,MLK Jr Dr & 47th St,225,144,81,132,93,0,0,41.809849,-87.616284,225,502735.4,224
KA1504000106,Kedzie Ave & Lake St,223,150,73,67,156,0,0,41.884653,-87.706319,223,603068.1,222
21382,Kedzie Ave & 48th Pl,223,75,148,94,129,0,0,41.804763,-87.704190,223,400788.5,222
15685,Central Park Ave & Ogden Ave,217,105,112,95,122,0,0,41.854009,-87.715117,217,429450.9,215
398,Long & Irving Park,216,110,106,0,216,0,0,41.953022,-87.762157,216,489338.6,216
425,Rockwell St & Cermak Rd,215,159,56,0,215,0,0,41.851679,-87.690624,215,760970.6,215
KA1504000114,Kedzie Ave & Chicago Ave,213,145,68,69,144,0,0,41.895468,-87.706134,213,639256.5,212
439,Campbell Ave & Irving Park Rd,206,110,96,0,206,0,0,41.953624,-87.690799,206,515198.9,206
KA1504000155,2112 W Peterson Ave,206,136,70,73,133,0,0,41.991176,-87.683599,206,483270.0,206
KA1504000113,Sacramento Blvd & Franklin Blvd,205,173,32,92,113,0,0,41.890506,-87.702622,205,440525.2,205
442,Lincoln Ave & Balmoral Ave,205,136,69,0,205,0,0,41.979467,-87.693029,205,638107.6,205
13096,California Ave & 21st St,203,115,88,105,98,0,0,41.853800,-87.695831,203,665505.3,202
15585,Budlong Woods Library,203,111,92,128,75,0,0,41.983668,-87.696424,203,419699.1,201
16994,Kilbourn Ave & Milwaukee Ave,202,129,73,87,115,0,0,41.947071,-87.739997,202,824234.2,200
21452,Richmond St & Lincoln Ave,197,143,54,102,95,0,0,41.988151,-87.703153,197,468294.0,197
E014,Lincolnwood Dr & Central St,196,74,122,88,108,0,0,42.064842,-87.715301,196,390621.2,195
24370,Milwaukee Ave & Ainslie St,196,111,85,59,137,0,0,41.968609,-87.761080,196,622545.8,196
E011,Dodge Ave & Main St,194,117,77,90,104,0,0,42.034662,-87.699179,194,573088.7,194
KA1504000130,Maplewood Ave & Peterson Ave,193,154,39,106,87,0,0,41.990236,-87.693369,193,500854.4,193
518,Conservatory Dr & Lake St,191,73,118,72,119,0,0,41.886574,-87.717390,191,551581.9,191
KA1504000141,Pulaski Rd & Eddy St,179,93,86,93,86,0,0,41.946268,-87.731040,179,456262.3,179
15686,Kedzie Ave & 21st St,168,106,62,50,118,0,0,41.853542,-87.705068,168,613908.8,165
KA1503000031,Cottage Grove Ave & 67th St,168,71,97,74,94,0,0,41.773721,-87.605642,168,383614.1,167
951,Public Rack - Woodlawn Ave & 63rd St N,167,123,44,0,167,0,0,41.780645,-87.596093,167,204548.8,167
18022,Archer (Damen) Ave & 37th St,167,134,33,99,68,0,0,41.826713,-87.683149,167,523696.2,167
594,Western Blvd & 48th Pl,166,79,87,91,75,0,0,41.805662,-87.683386,166,369944.7,166
23191,Springfield Ave & North Ave,163,77,86,84,79,0,0,41.910162,-87.723838,163,486365.0,162
21361,Kenosha Ave & Wellington Ave,162,86,76,29,133,0,0,41.934457,-87.733794,162,473663.1,162
23112,St Louis Ave & Foster Ave,162,97,65,82,80,0,0,41.976015,-87.715971,162,374077.6,161
KA1504000091,Hoyne Ave & 47th St,160,72,88,109,51,0,0,41.808228,-87.677183,160,290971.9,157
662,Dodge Ave & Mulford St,160,89,71,99,61,0,0,42.019926,-87.698414,160,457559.0,159
415,Western Ave & Lake St,154,81,73,0,154,0,0,41.884602,-87.685921,154,459593.4,154
20104,State St & 95th St,151,52,99,44,107,0,0,41.721795,-87.622850,151,376242.9,149
TA1307000161,Halsted St & 37th St,151,107,44,76,75,0,0,41.827070,-87.645714,151,339298.5,151
23107,Karlov Ave & Lawrence Ave,150,94,56,73,77,0,0,41.967943,-87.730405,150,441866.0,148
15689,California Ave & 23rd Pl,150,104,46,86,64,0,0,41.849121,-87.695134,150,477448.7,150
458,Washtenaw Ave & Peterson Ave,150,95,55,0,150,0,0,41.990686,-87.697062,150,429952.2,150
519,Wolcott Ave & Fargo Ave,148,93,55,48,100,0,0,42.016230,-87.678118,148,378165.1,147
23106,Kenneth Ave & Lawrence Ave,147,87,60,73,74,0,0,41.967885,-87.740001,147,393826.4,147
21359,Kilbourn Ave & Belden Ave,146,109,37,51,95,0,0,41.922354,-87.739020,146,505817.4,146
KA1503000009,Princeton Ave & 47th St,142,75,67,78,64,0,0,41.809322,-87.633451,142,294126.2,141
KA1503000018,Jeffery Blvd & 71st St,139,96,43,64,75,0,0,41.766634,-87.576444,139,283479.8,138
24148,Fairfield Ave & Pratt Blvd,139,77,62,73,66,0,0,42.004562,-87.698604,139,285812.3,138
23110,Keeler Ave & Carmen Ave,136,62,74,81,55,0,0,41.974314,-87.733095,136,312601.2,135
KA1504000109,Washtenaw Ave & Ogden Ave,135,107,28,100,35,0,0,41.861930,-87.693458,135,333331.6,133
KA1503000030,Jeffery Blvd & 67th St,135,90,45,90,45,0,0,41.774850,-87.577960,135,347573.0,132
653B,Stony Island Ave & 63rd St,135,71,64,98,37,0,0,41.780509,-87.586849,135,317770.9,133
21360,Kilbourn Ave & Roscoe St,133,55,78,59,74,0,0,41.942724,-87.739556,133,418644.5,133
24157,Central Park Ave & Ardmore Ave,131,62,69,111,20,0,0,41.986638,-87.718710,131,251287.2,131
24150,North Boundary Park,130,75,55,52,78,0,0,42.013014,-87.708910,130,479615.3,130
21322,Grace & Cicero,128,75,53,32,96,0,0,41.949737,-87.746936,128,423516.4,128
24323,Kilbourn Ave & Diversey Ave,128,82,46,31,97,0,0,41.931792,-87.739338,128,317490.5,127
24159,Kedvale Ave & Peterson Ave,127,107,20,24,103,0,0,41.990071,-87.731748,127,569118.6,127
21317,Long Ave & Belmont Ave,125,57,68,36,89,0,0,41.938330,-87.761650,125,320532.3,124
24289,Midway Orange Line,125,32,93,83,42,0,0,41.786897,-87.738917,125,316785.1,124
21314,Narragansett Ave & Wrightwood Ave,125,53,72,29,96,0,0,41.927292,-87.785227,125,243530.8,125
20219,Burnham Greenway & 112th St,124,36,88,97,27,0,0,41.691775,-87.530435,124,215845.5,123
KA1503000073,MLK Jr Dr & 56th St,124,61,63,88,36,0,0,41.793437,-87.615856,124,224120.5,124
21312,Lockwood Ave & Wrightwood Ave,122,90,32,26,96,0,0,41.927776,-87.758509,122,275483.7,121
931,Public Rack - Western Ave & Devon Ave,121,94,27,0,121,0,0,41.997534,-87.689719,121,568886.9,121
24367,Milwaukee Ave & Agatite Ave,120,87,33,89,31,0,0,41.961500,-87.754890,120,694023.2,120
KA1503000049.1,Rainbow - Beach,119,79,40,101,18,0,0,41.757873,-87.549384,119,233957.1,118
335.0,Komensky Ave & 31st St,118,94,24,0,118,0,0,41.836713,-87.725637,118,224367.1,118
20229,Baltimore Ave & 87th St,117,74,43,52,65,0,0,41.737338,-87.548511,117,253542.5,116
KA1503000020,South Shore Dr & 74th St,117,45,72,48,69,0,0,41.762201,-87.559250,117,336953.1,116
KA1503000033,Eberhart Ave & 61st St,116,62,54,76,40,0,0,41.784079,-87.614486,116,366857.8,114
24153,Kostner Ave & Bryn Mawr Ave,114,46,68,67,47,0,0,41.982798,-87.738020,114,270367.1,114
21356,Lavergne Ave & Fullerton Ave,113,59,54,27,86,0,0,41.924019,-87.751197,113,348403.5,113
16920,Central Ave & Chicago Ave,112,89,23,60,52,0,0,41.894960,-87.764905,112,79822.2,110
1052,Public Rack - Rockwell & Division,111,87,24,0,111,0,0,41.902869,-87.692391,111,307171.5,111
414,Sacramento Blvd & Fulton Ave,111,65,46,0,111,0,0,41.886527,-87.701674,111,317543.0,111
504,Public Rack - Milwaukee Ave & Diversey Ave,111,65,46,0,111,0,0,41.931316,-87.711373,111,324328.5,111
KA1503000051,Halsted St & 47th Pl,110,76,34,66,44,0,0,41.808143,-87.645617,110,239517.5,110
21379,Rockwell St & Archer Ave\t,110,63,47,33,77,0,0,41.822723,-87.689821,110,394059.5,110
877,Public Rack - Racine Ave & 109th Pl,108,98,10,0,108,0,0,41.694835,-87.652829,108,143582.5,108
766,Public Rack - Harold Washington Park,107,46,61,0,107,0,0,41.801007,-87.584689,107,250920.5,107
580,Exchange Ave & 79th St,107,83,24,66,41,0,0,41.752062,-87.552063,107,209652.4,107
Corral 1,Wrigley Events Parking Area,107,43,64,0,107,0,0,41.947186,-87.653966,107,292478.5,107
021320,MTV Hubbard St,106,81,25,0,106,0,0,41.889761,-87.680350,106,282702.0,106
KA1504000110,Millard Ave & 26th St,105,64,41,29,76,0,0,41.844539,-87.715963,105,225191.5,104
420,Washtenaw Ave & Polk St,103,63,40,0,103,0,0,41.871132,-87.693754,103,231478.7,103
KA1503000013,Princeton Ave & Garfield Blvd,103,71,32,52,51,0,0,41.794982,-87.633126,103,299449.9,102
KA1503000045,Stony Island Ave & 71st St,102,77,25,49,53,0,0,41.766490,-87.586461,102,250058.0,101
370,Central Park & Augusta Blvd,102,65,37,0,102,0,0,41.898888,-87.716465,102,256246.4,102
464,Western Ave & Ardmore Ave,101,30,71,0,101,0,0,41.986684,-87.689758,101,304537.6,101
24155,Kostner Ave & Devon Ave,100,25,75,70,30,0,0,41.997038,-87.738393,100,142801.6,100
KA1504000102,Fairfield Ave & Roosevelt Rd,98,65,33,36,62,0,0,41.866625,-87.694519,98,287329.8,97
545,Kostner Ave & Adams St,97,85,12,35,62,0,0,41.880427,-87.737048,97,171982.3,96
20106,Chicago State University,96,34,62,28,68,0,0,41.718963,-87.608301,96,91683.3,96
546,Damen Ave & Pershing Rd,95,38,57,56,39,0,0,41.823194,-87.676602,95,187752.9,95
20107,Walden Pkwy & 100th St,95,37,58,39,56,0,0,41.712181,-87.667732,95,127094.6,95
KA1503000053,MLK Jr Dr & 63rd St,92,39,53,29,63,0,0,41.780084,-87.615967,92,186818.1,92
512,Public Rack - California Ave & Cortez St,89,48,41,0,89,0,0,41.900140,-87.696807,89,223296.8,89
KA1503000032,Union Ave & Root St,89,46,43,57,32,0,0,41.819113,-87.643286,89,207206.0,89
441,Virginia Ave & Catalpa Ave,89,33,56,0,89,0,0,41.981245,-87.704942,89,177318.7,89
426,California & 16th St,89,23,66,0,89,0,0,41.859246,-87.695503,89,280655.7,89
KA1503000001,Shields Ave & 43rd St,89,77,12,41,48,0,0,41.816207,-87.634803,89,227782.1,88
23180,Cicero Ave & Wrightwood Ave,88,62,26,23,65,0,0,41.927924,-87.746791,88,314091.8,88
20224,Calumet Park,88,13,75,68,20,0,0,41.713810,-87.530787,88,93860.3,87
1524189,Lowell Ave & Armitage,87,42,45,38,49,0,0,41.917060,-87.735330,87,327959.7,87
21345,Artesian Ave & 55th St,87,50,37,60,27,0,0,41.794019,-87.685773,87,192476.6,86
16906,Austin Blvd & Lake St,86,32,54,33,53,0,0,41.887941,-87.774307,86,154441.8,85
13083,Indiana Ave & 40th St,86,44,42,58,28,0,0,41.821679,-87.621565,86,228779.8,84
20232,Big Marsh Park,86,19,67,48,38,0,0,41.685878,-87.573822,86,14976.6,86
646,State St & 54th St,85,45,40,49,36,0,0,41.795925,-87.625689,85,234632.1,85
507,Public Rack - Hamlin Ave & Fullerton Ave,85,44,41,0,85,0,0,41.924404,-87.721397,85,203758.6,85
23165,Cicero Ave & Roscoe Ave,84,47,37,23,61,0,0,41.942429,-87.747316,84,319363.6,84
15692,California Ave & 26th St,84,61,23,31,53,0,0,41.843687,-87.694965,84,290966.0,83
20205,Western Ave & 111th St,84,36,48,57,27,0,0,41.691214,-87.681294,84,82208.2,84
372,Hamlin Ave & Grand Ave,84,50,34,0,84,0,0,41.904027,-87.721565,84,281958.9,84
23171,Leclaire Ave & Belmont Ave,84,36,48,42,42,0,0,41.939043,-87.754197,84,236982.4,81
KA1503000023,Stony Island Ave & 67th St,83,35,48,58,25,0,0,41.773455,-87.585338,83,176198.5,81
930,Public Rack - Washtenaw Ave & Devon Ave,83,57,26,0,83,0,0,41.997752,-87.697243,83,208687.4,83
1121.0,Public Rack - Milwaukee Ave & Higgins Ave,83,57,26,0,83,0,0,41.968605,-87.761286,83,231211.3,83
24151,California Ave & Touhy Ave,83,44,39,46,37,0,0,42.012032,-87.700272,83,258358.4,83
24211,Western Ave & Lake St,82,64,18,59,23,0,0,41.884813,-87.686679,82,250292.8,82
KA1503000047,Perry Ave & 69th St,81,31,50,56,25,0,0,41.770453,-87.628192,81,271755.2,78
358,Kilpatrick Ave & Parker Ave,81,44,37,0,81,0,0,41.930745,-87.744079,81,217360.0,81
491,Public Rack - Kedzie Ave & Argyle St,80,65,15,0,80,0,0,41.972088,-87.708632,80,189891.6,80
416,Washtenaw Ave & Madison St,80,64,16,0,80,0,0,41.881290,-87.693967,80,190075.8,80
23182,Central Ave & Altgeld St,79,54,25,21,58,0,0,41.925819,-87.766364,79,118955.0,79
492,Public Rack - Hamlin Ave & Montrose Ave,78,60,18,0,78,0,0,41.961169,-87.722401,78,155710.3,78
567,May St & 69th St,77,61,16,15,62,0,0,41.770758,-87.654763,77,84402.1,77
16905,Central Ave & Lake St,77,32,45,30,47,0,0,41.887671,-87.765470,77,148028.1,75
TA1309000051,Commercial Ave & 83rd St,76,55,21,31,45,0,0,41.744621,-87.551190,76,137747.1,75
16937,Ashland Ave & McDowell Ave,76,40,36,25,51,0,0,41.809364,-87.663923,76,189360.0,76
23192,Kildare Ave & North Ave,76,35,41,44,32,0,0,41.909528,-87.733859,76,250923.5,76
513,Public Rack - Spaulding Ave & Evergreen Ave,75,54,21,0,75,0,0,41.905383,-87.709468,75,234753.1,75
650,Eggleston Ave & 69th St,75,46,29,64,11,0,0,41.767864,-87.633574,75,159791.6,74
23163,Laramie Ave & Irving Park Rd,75,23,52,27,48,0,0,41.953316,-87.758370,75,221767.4,75
397,Narragansett Ave & School St,74,44,30,0,74,0,0,41.940130,-87.786456,74,250206.0,74
21380,Fairfield Ave & 44th St,74,23,51,13,61,0,0,41.813610,-87.693218,74,106104.2,74
24369,Menard Ave & Lawrence Ave,73,55,18,30,43,0,0,41.967880,-87.772740,73,166591.5,73
16932,Ashland Ave & Pershing Rd,72,49,23,52,20,0,0,41.823460,-87.665578,72,239114.9,72
500,Public Rack - Monticello Ave & Belmont Ave,72,43,29,0,72,0,0,41.939405,-87.718482,72,203022.7,72
21323,Merrimac Park,72,16,56,24,48,0,0,41.952609,-87.785342,72,156902.9,72
573,State St & 79th St,71,43,28,40,31,0,0,41.750796,-87.624437,71,128178.0,70
23123,Dan Ryan Woods & 83rd St,71,9,62,55,16,0,0,41.742804,-87.680176,71,19347.0,71
344,Springfield Ave & 47th St,71,2,69,0,71,0,0,41.808071,-87.721231,71,117717.9,71
318,Oak Park & Wellington,70,51,19,0,70,0,0,41.934583,-87.795945,70,96498.1,70
21326,Harlem Ave & Irving Park Rd,70,18,52,34,36,0,0,41.953261,-87.807140,70,174986.1,68
16903,Cicero Ave & Lake St,69,28,41,27,42,0,0,41.886852,-87.745304,69,138743.8,67
21395,Shabbona Park,69,21,48,44,25,0,0,41.944800,-87.799319,69,79260.5,69
21337,Hoyne Ave & 34th St,68,53,15,32,36,0,0,41.832018,-87.677842,68,125667.8,68
585,Cottage Grove Ave & 83rd St,67,42,25,26,41,0,0,41.734400,-87.598937,67,94477.1,66
1012,Public Rack - Langley Ave & 49th St,67,62,5,0,67,0,0,41.805057,-87.609105,67,117178.7,67
313,Long Ave & Belden Ave,67,40,27,0,67,0,0,41.922732,-87.760961,67,202105.3,67
23215,Lexington & California Ave,67,47,20,45,22,0,0,41.871985,-87.695817,67,155703.8,67
24371,Lavergne Ave & Lawrence Ave,67,55,12,23,44,0,0,41.967750,-87.752590,67,206414.8,67
16940,Ashland Ave & 50th St,66,50,16,16,50,0,0,41.803023,-87.664698,66,208362.4,66
621,Public Rack - Lafayette Ave & 95th St,66,28,38,0,66,0,0,41.721908,-87.624823,66,162113.7,66
16918,Austin Blvd & Madison St,65,22,43,36,29,0,0,41.880282,-87.774459,65,138922.6,62
21346,Kedzie Ave & 57th St,65,20,45,29,36,0,0,41.789831,-87.703106,65,150931.4,65
Corral 2,Weekend Night Parking Area A,64,43,21,0,64,0,0,41.946287,-87.655684,64,119545.0,64
571,Vernon Ave & 75th St,63,36,27,25,38,0,0,41.818254,-87.678220,63,141294.2,63
1276.0,Public Rack - Hollywood Park,63,56,7,0,63,0,0,41.989284,-87.711808,63,215338.4,63
24376,University Ave & 65th St,63,27,36,32,31,0,0,41.776940,-87.598420,63,110808.2,63
KA1503000021,Stony Island Ave & 64th St,62,30,32,27,35,0,0,41.778881,-87.586666,62,168519.8,62
KA1503000025,Wentworth Ave & 63rd St,62,22,40,26,36,0,0,41.780082,-87.629764,62,119611.3,61
1142.0,Public Rack - Haft Ave & Milwaukee Ave,62,19,43,0,62,0,0,41.995608,-87.786434,62,85876.5,62
15449,State St & Pershing Rd,62,42,20,30,32,0,0,41.823020,-87.626569,62,140268.5,58
510,Public Rack - Spaulding Ave & North Ave,62,41,21,0,62,0,0,41.910144,-87.709546,62,171243.7,62
21396,Central Ave & Roscoe St,62,18,44,38,24,0,0,41.942272,-87.766949,62,136199.8,62
24158,Bernard St & Peterson Ave,62,38,24,52,10,0,0,41.990429,-87.715201,62,106737.3,62
23187,Lockwood Ave and Grand Ave,62,36,26,25,37,0,0,41.917599,-87.758419,62,230900.3,61
20105,Halsted St & 96th St,61,46,15,28,33,0,0,41.719713,-87.642976,61,93549.9,61
21378,Nordica Ave & Medill Ave,61,39,22,17,44,0,0,41.922273,-87.802024,61,142876.6,61
23166,Major Ave & Addison St,61,30,31,30,31,0,0,41.945830,-87.769181,61,147580.4,61
314,Narragansett & Wrightwood,60,30,30,0,60,0,0,41.927302,-87.785237,60,96463.0,60
KA1503000019,Stony Island Ave & 75th St,60,42,18,34,26,0,0,41.758672,-87.586890,60,149999.0,60
21352,Sayre Ave & Diversey Ave,60,15,45,16,44,0,0,41.930980,-87.801059,60,152732.9,60
1182.0,Public Rack - Cumberland & Catherine,59,38,21,0,59,0,0,41.977278,-87.836653,59,178027.2,59
23172,Kostner Ave & Belmont Ave,58,30,28,27,31,0,0,41.939188,-87.737103,58,129388.0,56
768,Public Rack - Hyde Park Blvd & 55th St,58,36,22,0,58,0,0,41.795098,-87.584114,58,119353.7,58
24147,Sacramento Ave & Pratt Blvd,58,36,22,38,20,0,0,42.004040,-87.704730,58,113742.5,58
21357,Lamon Ave & Armitage Ave,57,31,26,20,37,0,0,41.916727,-87.749474,57,212746.5,57
KA1503000010,Halsted St & 51st St,57,46,11,43,14,0,0,41.801820,-87.645217,57,204012.7,56
15691,Albany Ave & 26th St,57,18,39,31,26,0,0,41.844510,-87.701713,57,152883.9,56
16916,Central Ave & Madison St,57,33,24,20,37,0,0,41.880122,-87.763233,57,206779.4,57
24366,Linder Ave & Montrose Ave,57,41,16,19,38,0,0,41.960810,-87.764880,57,101023.6,57
20233,Halsted St & 78th St,56,48,8,11,45,0,0,41.752504,-87.643749,56,133333.6,55
316,Lamon Ave & Belmont Ave,56,17,39,0,56,0,0,41.938971,-87.749292,56,164600.1,56
20222,Burnham Greenway & 105th St,56,19,37,31,25,0,0,41.704589,-87.528278,56,167940.8,56
23142,Artesian Ave & Marquette Rd,55,33,22,34,21,0,0,41.772034,-87.684637,55,181412.4,54
833,Public Rack - Pulaski Rd & 44th St,55,23,32,0,55,0,0,41.812824,-87.722531,55,76809.2,55
355,Central Ave & Parker Ave,55,43,12,0,55,0,0,41.930177,-87.766122,55,176831.3,55
