NAME,B19013_001E,B25003_001E,B25003_002E,B25003_003E,B25002_001E,B25002_003E,state,county,tract
"Census Tract 7203, Cook County, Illinois",136914,1473,1266,207,1524,51,17,031,720300
"Census Tract 7204, Cook County, Illinois",122396,692,659,33,733,41,17,031,720400
"Census Tract 7205, Cook County, Illinois",111250,726,670,56,818,92,17,031,720500
"Census Tract 7206, Cook County, Illinois",156927,633,606,27,638,5,17,031,720600
"Census Tract 7207, Cook County, Illinois",98897,1269,728,541,1519,250,17,031,720700
"Census Tract 7301, Cook County, Illinois",57200,966,816,150,978,12,17,031,730100
"Census Tract 7302.01, Cook County, Illinois",61432,2124,978,1146,2476,352,17,031,730201
"Census Tract 7302.02, Cook County, Illinois",81250,966,762,204,1137,171,17,031,730202
"Census Tract 7303, Cook County, Illinois",45278,354,270,84,425,71,17,031,730300
"Census Tract 7304, Cook County, Illinois",88365,1395,1013,382,1444,49,17,031,730400
"Census Tract 7305, Cook County, Illinois",64566,1813,1565,248,1996,183,17,031,730500
"Census Tract 7306, Cook County, Illinois",80500,1082,802,280,1247,165,17,031,730600
"Census Tract 7307, Cook County, Illinois",67500,774,645,129,883,109,17,031,730700
"Census Tract 7401, Cook County, Illinois",109375,1243,1065,178,1351,108,17,031,740100
"Census Tract 7402, Cook County, Illinois",124161,2141,1798,343,2191,50,17,031,740200
"Census Tract 7403, Cook County, Illinois",124250,1929,1750,179,1929,0,17,031,740300
"Census Tract 7404, Cook County, Illinois",91042,1899,1349,550,2007,108,17,031,740400
"Census Tract 7501, Cook County, Illinois",53273,1559,1193,366,1590,31,17,031,750100
"Census Tract 7502, Cook County, Illinois",79464,1466,936,530,1506,40,17,031,750200
"Census Tract 7503, Cook County, Illinois",120643,988,693,295,1030,42,17,031,750300
"Census Tract 7504, Cook County, Illinois",108788,1281,1061,220,1300,19,17,031,750400
"Census Tract 7505, Cook County, Illinois",68615,1980,1163,817,2116,136,17,031,750500
"Census Tract 7506, Cook County, Illinois",58494,1234,893,341,1407,173,17,031,750600
"Census Tract 7608.01, Cook County, Illinois",75625,2342,399,1943,2429,87,17,031,760801
"Census Tract 7608.02, Cook County, Illinois",93313,1169,989,180,1197,28,17,031,760802
"Census Tract 7608.03, Cook County, Illinois",68276,2986,1347,1639,3157,171,17,031,760803
"Census Tract 7702.01, Cook County, Illinois",90717,2801,1465,1336,2914,113,17,031,770201
"Census Tract 7702.02, Cook County, Illinois",89615,1942,1681,261,2142,200,17,031,770202
"Census Tract 7703, Cook County, Illinois",80568,2791,1953,838,2913,122,17,031,770300
"Census Tract 7704, Cook County, Illinois",86806,1656,1017,639,1719,63,17,031,770400
"Census Tract 7705, Cook County, Illinois",59911,1161,848,313,1169,8,17,031,770500
"Census Tract 7706.01, Cook County, Illinois",84314,1126,978,148,1161,35,17,031,770601
"Census Tract 7706.02, Cook County, Illinois",85913,1541,787,754,1584,43,17,031,770602
"Census Tract 7707, Cook County, Illinois",68145,1148,333,815,1201,53,17,031,770700
"Census Tract 7708, Cook County, Illinois",79750,2002,1405,597,2137,135,17,031,770800
"Census Tract 7709.01, Cook County, Illinois",95313,1936,1554,382,2097,161,17,031,770901
"Census Tract 7709.02, Cook County, Illinois",74318,1582,1068,514,1617,35,17,031,770902
"Census Tract 8001, Cook County, Illinois",250001,838,824,14,857,19,17,031,800100
"Census Tract 8002, Cook County, Illinois",250001,2195,1964,231,2407,212,17,031,800200
"Census Tract 8003, Cook County, Illinois",250001,1136,1088,48,1336,200,17,031,800300
"Census Tract 8004, Cook County, Illinois",250001,1274,1163,111,1438,164,17,031,800400
"Census Tract 8005, Cook County, Illinois",250001,1841,1657,184,1909,68,17,031,800500
"Census Tract 8006, Cook County, Illinois",250001,743,721,22,780,37,17,031,800600
"Census Tract 8007, Cook County, Illinois",250001,1705,1594,111,1760,55,17,031,800700
"Census Tract 8008, Cook County, Illinois",105688,1051,907,144,1172,121,17,031,800800
"Census Tract 8009, Cook County, Illinois",131548,1726,1601,125,1775,49,17,031,800900
"Census Tract 8010, Cook County, Illinois",172661,2045,1707,338,2179,134,17,031,801000
"Census Tract 8011, Cook County, Illinois",241174,1559,1429,130,1655,96,17,031,801100
"Census Tract 8012, Cook County, Illinois",250001,1460,1400,60,1547,87,17,031,801200
"Census Tract 8013, Cook County, Illinois",148967,1738,1305,433,1779,41,17,031,801300
"Census Tract 8014, Cook County, Illinois",168306,1161,1124,37,1223,62,17,031,801400
"Census Tract 8015, Cook County, Illinois",139797,2534,2120,414,2824,290,17,031,801500
"Census Tract 8016.01, Cook County, Illinois",103788,1922,1483,439,2064,142,17,031,801601
"Census Tract 8016.03, Cook County, Illinois",82135,1423,528,895,1643,220,17,031,801603
"Census Tract 8016.05, Cook County, Illinois",181136,2120,2065,55,2253,133,17,031,801605
"Census Tract 8016.06, Cook County, Illinois",168298,2800,2433,367,2980,180,17,031,801606
"Census Tract 8016.07, Cook County, Illinois",152500,2032,1605,427,2269,237,17,031,801607
"Census Tract 8016.08, Cook County, Illinois",138886,2599,1948,651,3021,422,17,031,801608
"Census Tract 8017.01, Cook County, Illinois",214303,1171,1123,48,1219,48,17,031,801701
"Census Tract 8017.02, Cook County, Illinois",173750,1654,1372,282,1837,183,17,031,801702
"Census Tract 8018, Cook County, Illinois",191625,2498,2183,315,2619,121,17,031,801800
"Census Tract 8019.01, Cook County, Illinois",91938,2005,1605,400,2165,160,17,031,801901
"Census Tract 8019.02, Cook County, Illinois",199609,1227,1168,59,1320,93,17,031,801902
"Census Tract 8020.02, Cook County, Illinois",131217,1635,1524,111,1669,34,17,031,802002
"Census Tract 8020.03, Cook County, Illinois",153125,825,724,101,852,27,17,031,802003
"Census Tract 8020.04, Cook County, Illinois",43708,2324,1395,929,2387,63,17,031,802004
"Census Tract 8021, Cook County, Illinois",169625,1258,991,267,1347,89,17,031,802100
"Census Tract 8022, Cook County, Illinois",182827,1989,1637,352,2165,176,17,031,802200
"Census Tract 8023, Cook County, Illinois",125694,2658,1431,1227,2781,123,17,031,802300
"Census Tract 8024.02, Cook County, Illinois",79375,2333,1469,864,2573,240,17,031,802402
"Census Tract 8024.03, Cook County, Illinois",85278,784,599,185,846,62,17,031,802403
"Census Tract 8024.04, Cook County, Illinois",77988,3192,2140,1052,3338,146,17,031,802404
"Census Tract 8025.03, Cook County, Illinois",103482,2637,2124,513,2654,17,17,031,802503
"Census Tract 8025.04, Cook County, Illinois",89188,2079,1826,253,2079,0,17,031,802504
"Census Tract 8025.05, Cook County, Illinois",79389,2622,871,1751,2850,228,17,031,802505
"Census Tract 8025.06, Cook County, Illinois",83971,796,533,263,808,12,17,031,802506
"Census Tract 8026.05, Cook County, Illinois",115179,3143,2534,609,3272,129,17,031,802605
"Census Tract 8026.07, Cook County, Illinois",132313,433,419,14,463,30,17,031,802607
"Census Tract 8026.08, Cook County, Illinois",94583,2896,2407,489,2955,59,17,031,802608
"Census Tract 8026.09, Cook County, Illinois",69446,2725,1145,1580,2791,66,17,031,802609
"Census Tract 8026.10, Cook County, Illinois",136786,778,736,42,806,28,17,031,802610
"Census Tract 8027.01, Cook County, Illinois",136510,2189,2045,144,2189,0,17,031,802701
"Census Tract 8027.02, Cook County, Illinois",104926,1593,1178,415,1686,93,17,031,802702
"Census Tract 8028.01, Cook County, Illinois",136563,1842,1597,245,1890,48,17,031,802801
"Census Tract 8028.02, Cook County, Illinois",114955,2305,1964,341,2495,190,17,031,802802
"Census Tract 8029, Cook County, Illinois",173654,2068,1955,113,2106,38,17,031,802900
"Census Tract 8030.05, Cook County, Illinois",112455,1151,881,270,1220,69,17,031,803005
"Census Tract 8030.07, Cook County, Illinois",105833,2116,1805,311,2196,80,17,031,803007
"Census Tract 8030.08, Cook County, Illinois",148947,1686,1486,200,1686,0,17,031,803008
"Census Tract 8030.10, Cook County, Illinois",120417,1734,1654,80,1734,0,17,031,803010
"Census Tract 8030.12, Cook County, Illinois",79653,1007,650,357,1054,47,17,031,803012
"Census Tract 8030.13, Cook County, Illinois",106226,2394,2125,269,2463,69,17,031,803013
"Census Tract 8030.14, Cook County, Illinois",81019,1407,789,618,1531,124,17,031,803014
"Census Tract 8030.15, Cook County, Illinois",103138,2014,1545,469,2061,47,17,031,803015
"Census Tract 8030.16, Cook County, Illinois",140875,909,414,495,1001,92,17,031,803016
"Census Tract 8030.17, Cook County, Illinois",103529,2472,1434,1038,2531,59,17,031,803017
"Census Tract 8031, Cook County, Illinois",150208,1155,1052,103,1162,7,17,031,803100
"Census Tract 8032, Cook County, Illinois",98618,2069,1719,350,2371,302,17,031,803200
"Census Tract 8033, Cook County, Illinois",102095,2878,1651,1227,3454,576,17,031,803300
"Census Tract 8034, Cook County, Illinois",150530,2276,1840,436,2293,17,17,031,803400
"Census Tract 8035, Cook County, Illinois",142417,2121,1869,252,2231,110,17,031,803500
"Census Tract 8036.03, Cook County, Illinois",179401,2267,2076,191,2389,122,17,031,803603
"Census Tract 8036.04, Cook County, Illinois",93692,1806,1294,512,1816,10,17,031,803604
"Census Tract 8036.05, Cook County, Illinois",103409,2510,2077,433,2650,140,17,031,803605
"Census Tract 8036.07, Cook County, Illinois",120750,1639,1530,109,1682,43,17,031,803607
"Census Tract 8036.08, Cook County, Illinois",126574,3298,1657,1641,3443,145,17,031,803608
"Census Tract 8036.11, Cook County, Illinois",71510,2159,1237,922,2255,96,17,031,803611
"Census Tract 8036.12, Cook County, Illinois",67500,1410,307,1103,1464,54,17,031,803612
"Census Tract 8036.13, Cook County, Illinois",66745,1128,616,512,1128,0,17,031,803613
"Census Tract 8036.14, Cook County, Illinois",61120,1596,352,1244,1596,0,17,031,803614
"Census Tract 8036.15, Cook County, Illinois",105625,1071,625,446,1107,36,17,031,803615
"Census Tract 8036.16, Cook County, Illinois",94786,2128,1418,710,2356,228,17,031,803616
"Census Tract 8037.01, Cook County, Illinois",82375,1363,844,519,1480,117,17,031,803701
"Census Tract 8037.02, Cook County, Illinois",112750,2447,1628,819,2697,250,17,031,803702
"Census Tract 8038, Cook County, Illinois",131024,1688,1414,274,1818,130,17,031,803800
"Census Tract 8039.01, Cook County, Illinois",80744,1997,1317,680,2052,55,17,031,803901
"Census Tract 8039.02, Cook County, Illinois",107533,1229,1075,154,1330,101,17,031,803902
"Census Tract 8040, Cook County, Illinois",90526,1946,1725,221,2010,64,17,031,804000
"Census Tract 8041.02, Cook County, Illinois",175204,2370,2234,136,2489,119,17,031,804102
"Census Tract 8041.04, Cook County, Illinois",147849,1878,1596,282,1978,100,17,031,804104
"Census Tract 8041.05, Cook County, Illinois",149381,1579,1554,25,1636,57,17,031,804105
"Census Tract 8041.06, Cook County, Illinois",147500,2642,2238,404,2765,123,17,031,804106
"Census Tract 8041.08, Cook County, Illinois",91386,2299,323,1976,2455,156,17,031,804108
"Census Tract 8041.09, Cook County, Illinois",160298,1173,1019,154,1203,30,17,031,804109
"Census Tract 8042.02, Cook County, Illinois",179270,2758,2340,418,2918,160,17,031,804202
"Census Tract 8042.03, Cook County, Illinois",235417,1097,1093,4,1107,10,17,031,804203
"Census Tract 8042.04, Cook County, Illinois",149545,1836,1570,266,1926,90,17,031,804204
"Census Tract 8043.05, Cook County, Illinois",90813,2706,2455,251,2765,59,17,031,804305
"Census Tract 8043.06, Cook County, Illinois",103068,1831,1694,137,1891,60,17,031,804306
"Census Tract 8043.08, Cook County, Illinois",91127,1952,1420,532,2016,64,17,031,804308
"Census Tract 8043.09, Cook County, Illinois",89918,965,818,147,985,20,17,031,804309
"Census Tract 8043.12, Cook County, Illinois",173750,578,540,38,578,0,17,031,804312
"Census Tract 8043.13, Cook County, Illinois",128143,2160,1751,409,2239,79,17,031,804313
"Census Tract 8043.14, Cook County, Illinois",107031,602,557,45,640,38,17,031,804314
"Census Tract 8043.15, Cook County, Illinois",94219,877,843,34,877,0,17,031,804315
"Census Tract 8043.16, Cook County, Illinois",118048,1599,1514,85,1699,100,17,031,804316
"Census Tract 8044.03, Cook County, Illinois",81100,2746,1798,948,2852,106,17,031,804403
"Census Tract 8044.04, Cook County, Illinois",83862,1671,1376,295,1671,0,17,031,804404
"Census Tract 8044.05, Cook County, Illinois",75372,1090,384,706,1099,9,17,031,804405
"Census Tract 8044.06, Cook County, Illinois",73024,1837,1641,196,1969,132,17,031,804406
"Census Tract 8045.05, Cook County, Illinois",90985,1540,1066,474,1650,110,17,031,804505
"Census Tract 8045.06, Cook County, Illinois",124613,2023,1643,380,2106,83,17,031,804506
"Census Tract 8045.08, Cook County, Illinois",56319,885,412,473,936,51,17,031,804508
"Census Tract 8045.09, Cook County, Illinois",94740,1634,1226,408,1634,0,17,031,804509
"Census Tract 8045.10, Cook County, Illinois",76222,1336,912,424,1428,92,17,031,804510
"Census Tract 8045.11, Cook County, Illinois",82667,714,308,406,747,33,17,031,804511
"Census Tract 8045.12, Cook County, Illinois",154811,1306,1216,90,1378,72,17,031,804512
"Census Tract 8045.13, Cook County, Illinois",131772,1481,1369,112,1541,60,17,031,804513
"Census Tract 8045.14, Cook County, Illinois",116250,1714,1372,342,1742,28,17,031,804514
"Census Tract 8046.03, Cook County, Illinois",94792,2911,880,2031,3002,91,17,031,804603
"Census Tract 8046.06, Cook County, Illinois",127202,2409,2193,216,2457,48,17,031,804606
"Census Tract 8046.07, Cook County, Illinois",137633,2435,1868,567,2597,162,17,031,804607
"Census Tract 8046.08, Cook County, Illinois",123889,1604,1143,461,1614,10,17,031,804608
"Census Tract 8046.09, Cook County, Illinois",107809,2455,1576,879,2586,131,17,031,804609
"Census Tract 8046.10, Cook County, Illinois",72346,1251,929,322,1301,50,17,031,804610
"Census Tract 8046.11, Cook County, Illinois",77320,1893,1428,465,2008,115,17,031,804611
"Census Tract 8047.01, Cook County, Illinois",74976,2405,1334,1071,2550,145,17,031,804701
"Census Tract 8047.05, Cook County, Illinois",78160,1730,1227,503,1786,56,17,031,804705
"Census Tract 8047.06, Cook County, Illinois",121838,721,681,40,733,12,17,031,804706
"Census Tract 8047.09, Cook County, Illinois",99214,3027,1615,1412,3388,361,17,031,804709
"Census Tract 8047.10, Cook County, Illinois",97917,1512,1282,230,1586,74,17,031,804710
"Census Tract 8047.11, Cook County, Illinois",91681,2782,1652,1130,2966,184,17,031,804711
"Census Tract 8047.12, Cook County, Illinois",97446,1888,1272,616,2000,112,17,031,804712
"Census Tract 8047.13, Cook County, Illinois",89857,2254,735,1519,2416,162,17,031,804713
"Census Tract 8047.14, Cook County, Illinois",110950,1375,1101,274,1429,54,17,031,804714
"Census Tract 8047.15, Cook County, Illinois",71353,1232,731,501,1266,34,17,031,804715
"Census Tract 8047.16, Cook County, Illinois",109856,1561,1322,239,1650,89,17,031,804716
"Census Tract 8048.03, Cook County, Illinois",92693,1905,1303,602,2003,98,17,031,804803
"Census Tract 8048.04, Cook County, Illinois",80980,2499,1648,851,2636,137,17,031,804804
"Census Tract 8048.05, Cook County, Illinois",112522,2437,2051,386,2571,134,17,031,804805
"Census Tract 8048.06, Cook County, Illinois",92316,997,819,178,1006,9,17,031,804806
"Census Tract 8048.07, Cook County, Illinois",104453,1893,1568,325,1946,53,17,031,804807
"Census Tract 8048.08, Cook County, Illinois",142667,952,908,44,952,0,17,031,804808
"Census Tract 8048.09, Cook County, Illinois",113304,1624,1478,146,1624,0,17,031,804809
"Census Tract 8048.10, Cook County, Illinois",84075,2743,1854,889,2918,175,17,031,804810
"Census Tract 8049.01, Cook County, Illinois",120685,2560,2161,399,2665,105,17,031,804901
"Census Tract 8049.02, Cook County, Illinois",127830,2287,2158,129,2438,151,17,031,804902
"Census Tract 8050.01, Cook County, Illinois",138705,1880,1779,101,1964,84,17,031,805001
"Census Tract 8050.02, Cook County, Illinois",73736,3015,1428,1587,3155,140,17,031,805002
"Census Tract 8051.05, Cook County, Illinois",82800,2766,1610,1156,3020,254,17,031,805105
"Census Tract 8051.06, Cook County, Illinois",82717,1310,1119,191,1329,19,17,031,805106
"Census Tract 8051.07, Cook County, Illinois",84728,3082,616,2466,3227,145,17,031,805107
"Census Tract 8051.08, Cook County, Illinois",76573,2625,1002,1623,2879,254,17,031,805108
"Census Tract 8051.09, Cook County, Illinois",101754,1744,1508,236,1866,122,17,031,805109
"Census Tract 8051.10, Cook County, Illinois",104129,1945,1300,645,2121,176,17,031,805110
"Census Tract 8051.11, Cook County, Illinois",57265,3149,1024,2125,3308,159,17,031,805111
"Census Tract 8051.12, Cook County, Illinois",85216,1191,964,227,1440,249,17,031,805112
"Census Tract 8052.01, Cook County, Illinois",112656,1245,1136,109,1303,58,17,031,805201
"Census Tract 8052.02, Cook County, Illinois",100288,1616,1017,599,1684,68,17,031,805202
"Census Tract 8053.01, Cook County, Illinois",129063,1098,882,216,1108,10,17,031,805301
"Census Tract 8053.02, Cook County, Illinois",109122,1374,1329,45,1432,58,17,031,805302
"Census Tract 8054.01, Cook County, Illinois",131019,1584,1283,301,1638,54,17,031,805401
"Census Tract 8054.02, Cook County, Illinois",96058,1706,1591,115,1842,136,17,031,805402
"Census Tract 8055.01, Cook County, Illinois",114053,1566,1039,527,1703,137,17,031,805501
"Census Tract 8055.02, Cook County, Illinois",155678,1749,1570,179,1809,60,17,031,805502
"Census Tract 8056, Cook County, Illinois",175875,1643,1584,59,1657,14,17,031,805600
"Census Tract 8057.01, Cook County, Illinois",176577,2041,1856,185,2105,64,17,031,805701
"Census Tract 8057.02, Cook County, Illinois",160536,763,687,76,789,26,17,031,805702
"Census Tract 8058.01, Cook County, Illinois",111690,1001,973,28,1061,60,17,031,805801
"Census Tract 8058.02, Cook County, Illinois",136415,1900,1635,265,2022,122,17,031,805802
"Census Tract 8059.01, Cook County, Illinois",88321,1996,1383,613,2193,197,17,031,805901
"Census Tract 8059.02, Cook County, Illinois",153182,2194,1804,390,2350,156,17,031,805902
"Census Tract 8060.01, Cook County, Illinois",60694,2546,1158,1388,2698,152,17,031,806001
"Census Tract 8060.02, Cook County, Illinois",69354,2516,1779,737,2673,157,17,031,806002
"Census Tract 8060.04, Cook County, Illinois",75704,3112,1638,1474,3211,99,17,031,806004
"Census Tract 8060.05, Cook County, Illinois",103636,986,573,413,1302,316,17,031,806005
"Census Tract 8060.06, Cook County, Illinois",64015,1706,1196,510,1781,75,17,031,806006
"Census Tract 8061.02, Cook County, Illinois",110227,1636,1204,432,1724,88,17,031,806102
"Census Tract 8061.03, Cook County, Illinois",110101,1948,1781,167,1961,13,17,031,806103
"Census Tract 8061.04, Cook County, Illinois",46382,1830,523,1307,2130,300,17,031,806104
"Census Tract 8062.01, Cook County, Illinois",75563,2316,1666,650,2461,145,17,031,806201
"Census Tract 8062.02, Cook County, Illinois",76995,2448,1688,760,2632,184,17,031,806202
"Census Tract 8063, Cook County, Illinois",101078,1673,1387,286,1758,85,17,031,806300
"Census Tract 8064, Cook County, Illinois",120869,823,693,130,857,34,17,031,806400
"Census Tract 8065.01, Cook County, Illinois",86813,730,502,228,776,46,17,031,806501
"Census Tract 8065.02, Cook County, Illinois",80682,1426,1263,163,1438,12,17,031,806502
"Census Tract 8066, Cook County, Illinois",116563,1168,1098,70,1269,101,17,031,806600
"Census Tract 8067, Cook County, Illinois",115929,1636,1562,74,1670,34,17,031,806700
"Census Tract 8068.01, Cook County, Illinois",76726,1651,1246,405,1693,42,17,031,806801
"Census Tract 8068.02, Cook County, Illinois",115000,1116,805,311,1168,52,17,031,806802
"Census Tract 8069, Cook County, Illinois",74036,2213,1553,660,2323,110,17,031,806900
"Census Tract 8070, Cook County, Illinois",56599,2063,1124,939,2132,69,17,031,807000
"Census Tract 8071, Cook County, Illinois",160313,1172,1048,124,1263,91,17,031,807100
"Census Tract 8072, Cook County, Illinois",107500,1946,1643,303,2014,68,17,031,807200
"Census Tract 8073, Cook County, Illinois",83798,3023,1717,1306,3187,164,17,031,807300
"Census Tract 8074, Cook County, Illinois",88542,2345,1415,930,2429,84,17,031,807400
"Census Tract 8075, Cook County, Illinois",142313,1083,969,114,1083,0,17,031,807500
"Census Tract 8076, Cook County, Illinois",110837,2135,1763,372,2297,162,17,031,807600
"Census Tract 8077, Cook County, Illinois",67500,2290,1806,484,2424,134,17,031,807700
"Census Tract 8078, Cook County, Illinois",156771,835,788,47,868,33,17,031,807800
"Census Tract 8079, Cook County, Illinois",110346,1404,1384,20,1473,69,17,031,807900
"Census Tract 8080.01, Cook County, Illinois",107500,1370,1244,126,1447,77,17,031,808001
"Census Tract 8080.02, Cook County, Illinois",105982,1819,1250,569,2067,248,17,031,808002
"Census Tract 8081, Cook County, Illinois",50974,1799,1534,265,1858,59,17,031,808100
"Census Tract 8082, Cook County, Illinois",93550,1834,1591,243,1950,116,17,031,808200
"Census Tract 8083.01, Cook County, Illinois",70880,2642,1803,839,2839,197,17,031,808301
"Census Tract 8083.02, Cook County, Illinois",86161,1774,1414,360,1879,105,17,031,808302
"Census Tract 8084, Cook County, Illinois",136645,1577,1398,179,1646,69,17,031,808400
"Census Tract 8085, Cook County, Illinois",133091,1454,1386,68,1460,6,17,031,808500
"Census Tract 8086, Cook County, Illinois",159583,907,655,252,926,19,17,031,808600
"Census Tract 8087.02, Cook County, Illinois",58011,460,281,179,535,75,17,031,808702
"Census Tract 8088, Cook County, Illinois",160789,1598,1210,388,1760,162,17,031,808800
"Census Tract 8089, Cook County, Illinois",192577,1749,1592,157,1855,106,17,031,808900
"Census Tract 8090, Cook County, Illinois",207434,1535,1243,292,1700,165,17,031,809000
"Census Tract 8091, Cook County, Illinois",105469,1557,937,620,1694,137,17,031,809100
"Census Tract 8092, Cook County, Illinois",51978,1746,839,907,1897,151,17,031,809200
"Census Tract 8093, Cook County, Illinois",49063,2035,599,1436,2192,157,17,031,809300
"Census Tract 8094.01, Cook County, Illinois",103269,1624,739,885,1785,161,17,031,809401
"Census Tract 8094.02, Cook County, Illinois",60000,1490,401,1089,1747,257,17,031,809402
"Census Tract 8095, Cook County, Illinois",75620,2210,686,1524,2334,124,17,031,809500
"Census Tract 8096, Cook County, Illinois",71635,1359,1006,353,1391,32,17,031,809600
"Census Tract 8097, Cook County, Illinois",131140,1341,1026,315,1389,48,17,031,809700
"Census Tract 8098, Cook County, Illinois",77694,1021,451,570,1154,133,17,031,809800
"Census Tract 8099, Cook County, Illinois",121429,1304,787,517,1398,94,17,031,809900
"Census Tract 8100, Cook County, Illinois",119231,2810,1658,1152,3163,353,17,031,810000
"Census Tract 8101, Cook County, Illinois",95483,1975,1071,904,2106,131,17,031,810100
"Census Tract 8102, Cook County, Illinois",75161,2822,1090,1732,2920,98,17,031,810200
"Census Tract 8103.01, Cook County, Illinois",92130,1474,983,491,1511,37,17,031,810301
"Census Tract 8103.02, Cook County, Illinois",121629,1277,925,352,1383,106,17,031,810302
"Census Tract 8104, Cook County, Illinois",148750,2076,1947,129,2168,92,17,031,810400
"Census Tract 8105.01, Cook County, Illinois",88194,1982,1840,142,2013,31,17,031,810501
"Census Tract 8105.02, Cook County, Illinois",82037,2084,1423,661,2240,156,17,031,810502
"Census Tract 8106, Cook County, Illinois",80677,1869,1018,851,1914,45,17,031,810600
"Census Tract 8107.01, Cook County, Illinois",72418,1871,907,964,1951,80,17,031,810701
"Census Tract 8107.02, Cook County, Illinois",73750,1417,632,785,1619,202,17,031,810702
"Census Tract 8108, Cook County, Illinois",97134,1712,1429,283,1712,0,17,031,810800
"Census Tract 8109, Cook County, Illinois",56292,2429,1260,1169,2747,318,17,031,810900
"Census Tract 8110, Cook County, Illinois",97868,1665,1445,220,1712,47,17,031,811000
"Census Tract 8111, Cook County, Illinois",70714,2722,1379,1343,2987,265,17,031,811100
"Census Tract 8112, Cook County, Illinois",75057,1961,1585,376,2097,136,17,031,811200
"Census Tract 8113.01, Cook County, Illinois",73171,1456,1151,305,1514,58,17,031,811301
"Census Tract 8113.02, Cook County, Illinois",58426,1344,507,837,1459,115,17,031,811302
"Census Tract 8114.01, Cook County, Illinois",89948,1467,1133,334,1599,132,17,031,811401
"Census Tract 8114.02, Cook County, Illinois",79617,1357,948,409,1381,24,17,031,811402
"Census Tract 8115, Cook County, Illinois",77296,1974,1809,165,2028,54,17,031,811500
"Census Tract 8116, Cook County, Illinois",63311,2238,860,1378,2286,48,17,031,811600
"Census Tract 8117.01, Cook County, Illinois",74899,1077,566,511,1117,40,17,031,811701
"Census Tract 8117.02, Cook County, Illinois",71514,2020,1389,631,2067,47,17,031,811702
"Census Tract 8118, Cook County, Illinois",96343,1714,1341,373,1830,116,17,031,811800
"Census Tract 8119, Cook County, Illinois",218500,1820,1689,131,2020,200,17,031,811900
"Census Tract 8120, Cook County, Illinois",138945,2455,2117,338,2474,19,17,031,812000
"Census Tract 8121, Cook County, Illinois",123393,1673,1454,219,1696,23,17,031,812100
"Census Tract 8122, Cook County, Illinois",236250,1264,1140,124,1375,111,17,031,812200
"Census Tract 8123.01, Cook County, Illinois",93190,3286,1042,2244,3422,136,17,031,812301
"Census Tract 8123.02, Cook County, Illinois",138793,1098,900,198,1130,32,17,031,812302
"Census Tract 8124, Cook County, Illinois",250001,1083,976,107,1218,135,17,031,812400
"Census Tract 8125, Cook County, Illinois",71375,1645,707,938,1714,69,17,031,812500
"Census Tract 8126, Cook County, Illinois",78929,1876,839,1037,2010,134,17,031,812600
"Census Tract 8127, Cook County, Illinois",93375,1627,1062,565,1736,109,17,031,812700
"Census Tract 8128.01, Cook County, Illinois",72987,1884,776,1108,2044,160,17,031,812801
"Census Tract 8128.02, Cook County, Illinois",86569,1254,591,663,1352,98,17,031,812802
"Census Tract 8129, Cook County, Illinois",147614,1715,1225,490,1871,156,17,031,812900
"Census Tract 8130, Cook County, Illinois",161505,1413,1025,388,1529,116,17,031,813000
"Census Tract 8131, Cook County, Illinois",119583,1836,1245,591,1892,56,17,031,813100
"Census Tract 8132, Cook County, Illinois",136042,1613,1146,467,1684,71,17,031,813200
"Census Tract 8133.01, Cook County, Illinois",53226,972,311,661,1137,165,17,031,813301
"Census Tract 8133.02, Cook County, Illinois",51144,968,339,629,1097,129,17,031,813302
"Census Tract 8134, Cook County, Illinois",71899,2027,1141,886,2118,91,17,031,813400
"Census Tract 8135, Cook County, Illinois",77713,2131,1331,800,2193,62,17,031,813500
"Census Tract 8136, Cook County, Illinois",70556,1674,891,783,1766,92,17,031,813600
"Census Tract 8137.01, Cook County, Illinois",58065,968,413,555,1092,124,17,031,813701
"Census Tract 8137.02, Cook County, Illinois",78125,1269,486,783,1364,95,17,031,813702
"Census Tract 8138.01, Cook County, Illinois",57303,1013,380,633,1064,51,17,031,813801
"Census Tract 8138.02, Cook County, Illinois",67277,1433,673,760,1637,204,17,031,813802
"Census Tract 8139, Cook County, Illinois",71152,1801,927,874,1898,97,17,031,813900
"Census Tract 8140, Cook County, Illinois",68438,1434,821,613,1611,177,17,031,814000
"Census Tract 8141, Cook County, Illinois",59360,1361,586,775,1445,84,17,031,814100
"Census Tract 8142, Cook County, Illinois",73108,2294,1569,725,2519,225,17,031,814200
"Census Tract 8143, Cook County, Illinois",54539,1671,908,763,1715,44,17,031,814300
"Census Tract 8144, Cook County, Illinois",71514,2465,1699,766,2485,20,17,031,814400
"Census Tract 8145, Cook County, Illinois",82361,1550,1192,358,1597,47,17,031,814500
"Census Tract 8146, Cook County, Illinois",98420,1755,1378,377,2024,269,17,031,814600
"Census Tract 8147, Cook County, Illinois",80536,1799,1146,653,2030,231,17,031,814700
"Census Tract 8148, Cook County, Illinois",67435,2561,1701,860,2647,86,17,031,814800
"Census Tract 8149, Cook County, Illinois",58670,2793,746,2047,3083,290,17,031,814900
"Census Tract 8150, Cook County, Illinois",80814,1326,573,753,1412,86,17,031,815000
"Census Tract 8151, Cook County, Illinois",83364,1494,1010,484,1568,74,17,031,815100
"Census Tract 8152, Cook County, Illinois",62165,2484,1462,1022,2629,145,17,031,815200
